,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
26102,0,0,164,1336,352,27,352,27,7,2,0,19,49,2,1.0,0,4,0,0,0,0,1336,20,12,26102
26103,0,0,165,1336,343,231,343,231,3,2,0,19,52,18,1.0,0,0,0,1,0,0,1336,20,12,26103
26104,3,0,42,1336,343,250,343,250,4,2,0,19,45,14,1.0,0,4,2,2,0,0,1336,20,12,26104
26105,3,0,448,1336,187,478,187,478,4,2,0,19,47,2,1.0,0,2,0,0,0,0,1336,20,12,26105
26106,0,0,10,1336,188,76,188,76,2,2,0,19,46,9,1.0,0,3,0,0,0,0,1336,20,12,26106
26107,4,2,96,1336,1,4,1,4,10,2,0,19,48,4,,0,4,1,2,0,0,1336,20,12,26107
26108,0,0,97,1336,264,193,264,193,5,2,0,19,27,15,0.0,1,4,3,3,0,0,1336,20,12,26108
26109,7,1,340,1336,1,4,1,4,5,2,0,19,10,4,1.0,0,4,1,2,0,0,1336,20,12,26109
26110,0,0,223,1336,383,449,383,449,9,2,0,19,53,27,0.0,0,1,0,1,0,0,1336,20,12,26110
26111,7,1,172,1336,1,4,1,4,10,3,0,19,35,4,,0,4,1,2,0,0,1336,20,12,26111
26112,0,0,461,1336,425,478,425,478,10,3,0,19,15,10,,0,1,0,1,0,0,1336,20,12,26112
26113,0,0,474,1336,213,10,213,10,11,3,0,19,1,12,1.0,0,3,0,0,0,0,1336,20,12,26113
26114,20,4,462,1336,229,6,229,6,8,3,0,19,11,24,,0,4,2,2,0,0,1336,20,12,26114
26115,0,0,483,1336,135,6,135,6,6,3,0,19,28,3,0.0,0,4,0,0,0,0,1336,20,12,26115
26116,3,0,306,1336,412,181,412,181,8,4,0,19,18,16,1.0,0,1,0,0,0,0,1336,20,12,26116
26117,3,0,527,1336,425,296,425,296,6,4,0,19,8,34,1.0,0,4,2,2,0,0,1336,20,12,26117
26118,0,0,64,1337,355,170,355,170,1,0,0,19,2,12,1.0,0,3,0,0,0,0,1337,37,7,26118
26119,0,0,215,1337,425,231,425,231,2,0,0,19,59,18,0.0,0,0,0,1,0,0,1337,37,7,26119
26120,0,0,51,1337,0,248,0,248,10,0,0,19,47,14,0.0,0,4,2,2,0,0,1337,37,7,26120
26121,0,0,193,1337,204,94,204,94,11,0,0,19,34,7,,0,1,0,1,0,0,1337,37,7,26121
26122,0,0,124,1337,123,320,123,320,8,0,0,19,23,3,1.0,0,2,0,0,0,0,1337,37,7,26122
26123,0,0,394,1337,79,231,79,231,2,1,0,19,45,2,1.0,0,3,0,0,0,0,1337,37,7,26123
26124,7,1,383,1337,1,4,1,4,10,1,0,19,45,4,1.0,0,4,1,2,0,0,1337,37,7,26124
26125,0,0,54,1337,379,231,379,231,11,1,0,19,58,18,0.0,0,0,0,1,0,0,1337,37,7,26125
26126,7,1,252,1337,1,4,1,4,5,1,0,19,53,4,1.0,0,4,1,2,0,0,1337,37,7,26126
26127,2,2,227,1337,1,4,1,4,5,1,0,19,19,4,0.0,0,4,1,2,0,0,1337,37,7,26127
26128,3,0,374,1337,266,117,266,117,8,1,0,19,42,7,1.0,0,4,2,1,0,0,1337,37,7,26128
26129,2,2,179,1337,1,4,1,4,6,1,0,19,22,4,0.0,0,4,1,2,0,0,1337,37,7,26129
26130,4,2,7,1337,1,4,1,4,3,2,0,19,17,4,1.0,0,4,1,2,0,0,1337,37,7,26130
26131,0,0,242,1337,114,27,114,27,4,2,0,19,31,0,1.0,0,4,0,0,0,0,1337,37,7,26131
26132,4,2,165,1337,1,4,1,4,2,2,0,19,9,4,1.0,0,4,1,2,0,0,1337,37,7,26132
26133,0,0,21,1337,119,23,119,23,10,2,0,19,53,3,1.0,0,3,0,0,0,0,1337,37,7,26133
26134,0,0,221,1337,135,94,135,94,8,2,0,19,9,8,1.0,1,2,3,3,0,0,1337,37,7,26134
26135,0,0,187,1337,355,23,355,23,9,2,0,19,35,9,0.0,0,3,0,0,0,0,1337,37,7,26135
26136,0,0,59,1337,355,449,355,449,9,2,0,19,15,0,1.0,0,2,0,0,0,0,1337,37,7,26136
26137,0,0,483,1337,211,265,211,265,6,3,0,19,40,5,1.0,0,0,0,1,0,0,1337,37,7,26137
26138,0,0,303,1337,275,100,275,100,6,3,0,19,4,20,,1,2,3,3,0,0,1337,37,7,26138
26139,2,2,381,1338,1,4,1,4,0,0,0,19,13,4,1.0,0,4,1,2,0,0,1338,12,10,26139
26140,0,0,392,1338,371,78,371,78,7,1,0,19,56,15,0.0,1,3,3,3,0,0,1338,12,10,26140
26141,2,2,282,1338,1,4,1,4,1,1,0,19,2,4,1.0,0,4,1,2,0,0,1338,12,10,26141
26142,0,0,179,1338,351,170,351,170,6,1,0,19,12,8,0.0,1,3,3,3,0,0,1338,12,10,26142
26143,3,0,89,1338,75,243,75,243,6,1,0,19,1,10,1.0,0,4,2,1,0,0,1338,12,10,26143
26144,0,0,40,1338,95,27,95,27,9,1,0,19,50,34,0.0,0,4,2,2,0,0,1338,12,10,26144
26145,0,0,162,1338,352,77,352,77,0,2,0,19,22,16,1.0,0,3,0,0,0,0,1338,12,10,26145
26146,4,2,205,1338,1,4,1,4,3,2,0,19,39,4,0.0,0,4,1,2,0,0,1338,12,10,26146
26147,4,2,93,1338,1,4,1,4,4,2,0,19,39,4,0.0,0,4,1,2,0,0,1338,12,10,26147
26148,2,2,473,1338,1,4,1,4,1,2,0,19,40,4,1.0,0,4,1,2,0,0,1338,12,10,26148
26149,0,0,460,1338,356,250,356,250,1,2,0,19,39,15,0.0,1,4,3,3,0,0,1338,12,10,26149
26150,0,0,339,1338,95,403,95,403,2,2,0,19,41,10,0.0,0,1,2,1,0,0,1338,12,10,26150
26151,0,0,318,1338,204,358,204,358,10,2,0,19,17,9,1.0,0,0,0,0,0,0,1338,12,10,26151
26152,0,0,319,1338,187,29,187,29,11,2,0,19,1,5,0.0,0,4,0,1,0,0,1338,12,10,26152
26153,3,0,166,1338,95,208,95,208,5,2,0,19,38,14,1.0,0,4,2,2,0,0,1338,12,10,26153
26154,0,0,21,1338,188,76,188,76,5,2,0,19,19,9,0.0,0,3,0,0,0,0,1338,12,10,26154
26155,0,0,422,1338,113,6,113,6,7,3,0,19,59,12,0.0,0,4,0,0,0,0,1338,12,10,26155
26156,0,0,232,1338,416,171,416,171,3,3,0,19,26,15,0.0,1,4,3,3,0,0,1338,12,10,26156
26157,0,0,173,1339,190,358,190,358,3,0,0,19,8,20,1.0,1,3,3,3,0,0,1339,26,13,26157
26158,0,0,237,1339,188,425,188,425,2,0,0,19,24,16,1.0,0,3,0,0,0,0,1339,26,13,26158
26159,0,0,238,1339,89,3,89,3,10,0,0,19,37,12,1.0,0,3,0,0,0,0,1339,26,13,26159
26160,0,0,83,1339,410,19,410,19,6,0,0,19,37,22,0.0,1,2,3,3,0,0,1339,26,13,26160
26161,2,2,436,1339,1,4,1,4,9,0,0,19,22,4,,0,4,1,2,0,0,1339,26,13,26161
26162,0,0,525,1339,437,122,437,122,9,0,0,19,10,31,0.0,1,5,5,4,0,0,1339,26,13,26162
26163,0,0,405,1339,208,286,208,286,8,1,0,19,46,24,0.0,0,4,2,2,0,0,1339,26,13,26163
26164,0,0,109,1339,204,316,204,316,4,2,0,19,38,1,,0,1,0,1,0,0,1339,26,13,26164
26165,0,0,460,1339,81,406,81,406,10,2,0,19,21,3,1.0,0,2,0,0,0,0,1339,26,13,26165
26166,0,0,166,1339,100,340,100,340,6,2,0,19,40,15,0.0,1,4,3,3,0,0,1339,26,13,26166
26167,0,0,145,1339,208,319,208,319,9,2,0,19,53,34,0.0,0,4,2,2,0,0,1339,26,13,26167
26168,2,2,74,1339,204,467,204,467,9,2,0,19,18,6,0.0,0,4,1,2,0,0,1339,26,13,26168
26169,0,0,210,1339,224,406,224,406,3,3,0,19,47,5,0.0,0,1,0,1,0,0,1339,26,13,26169
26170,0,0,261,1339,213,331,213,331,11,3,0,19,11,0,0.0,0,2,0,0,0,0,1339,26,13,26170
26171,0,0,326,1339,110,481,110,481,5,3,0,19,38,0,1.0,0,0,0,0,0,0,1339,26,13,26171
26172,0,0,137,1339,196,340,196,340,5,3,0,19,11,25,,0,3,0,0,0,0,1339,26,13,26172
26173,2,2,189,1339,1,4,1,4,6,3,0,19,4,4,0.0,0,4,1,2,0,0,1339,26,13,26173
26174,0,0,47,1339,383,286,383,286,6,3,0,19,41,24,0.0,0,4,2,2,0,0,1339,26,13,26174
26175,0,0,482,1339,410,14,410,14,9,3,0,19,53,22,0.0,1,2,3,3,0,0,1339,26,13,26175
26176,2,2,151,1339,1,4,1,4,9,3,0,19,8,4,,0,4,1,2,0,0,1339,26,13,26176
26177,0,0,224,1340,429,298,429,298,3,0,0,19,51,1,1.0,0,1,0,1,0,0,1340,5,5,26177
26178,0,0,63,1340,356,6,356,6,1,0,0,19,42,8,,1,4,3,3,0,0,1340,5,5,26178
26179,9,3,214,1340,314,368,314,368,10,0,0,19,30,6,1.0,0,4,1,2,0,0,1340,5,5,26179
26180,0,0,247,1340,46,348,46,348,11,0,0,19,44,16,1.0,0,1,0,0,0,0,1340,5,5,26180
26181,2,2,14,1340,211,368,211,368,8,0,0,19,40,6,1.0,0,4,1,2,0,0,1340,5,5,26181
26182,0,0,180,1340,184,207,184,207,9,1,0,19,7,27,0.0,0,0,0,1,0,0,1340,5,5,26182
26183,0,0,39,1340,211,44,211,44,9,1,0,19,10,23,,1,0,4,3,0,0,1340,5,5,26183
26184,2,2,242,1340,208,6,208,6,1,2,0,19,31,19,0.0,0,4,1,2,0,0,1340,5,5,26184
26185,0,0,94,1340,402,117,402,117,10,2,0,19,24,10,0.0,0,4,2,1,0,0,1340,5,5,26185
26186,0,0,44,1340,208,17,208,17,5,2,0,19,30,18,1.0,0,0,0,1,0,0,1340,5,5,26186
26187,0,0,222,1340,349,17,349,17,7,3,0,19,14,0,1.0,0,3,0,0,0,0,1340,5,5,26187
26188,0,0,24,1340,224,37,224,37,7,3,0,19,41,5,1.0,0,1,0,1,0,0,1340,5,5,26188
26189,0,0,388,1340,22,100,22,100,3,3,0,19,18,9,,0,1,0,0,0,0,1340,5,5,26189
26190,0,0,426,1340,266,79,266,79,2,3,0,19,16,9,0.0,0,3,0,0,0,0,1340,5,5,26190
26191,0,0,328,1340,22,252,22,252,8,3,0,19,13,2,0.0,0,0,0,0,0,0,1340,5,5,26191
26192,0,0,189,1340,94,293,94,293,6,3,0,19,19,2,0.0,0,0,0,0,0,0,1340,5,5,26192
26193,0,0,172,1340,266,37,266,37,9,3,0,19,10,16,0.0,0,2,0,0,0,0,1340,5,5,26193
26194,2,2,410,1340,204,27,204,27,11,4,0,19,26,19,0.0,0,4,1,2,0,0,1340,5,5,26194
26195,0,0,303,1340,74,293,74,293,9,4,0,19,44,22,1.0,1,3,3,3,0,0,1340,5,5,26195
26196,0,0,503,1340,36,287,36,287,9,4,0,19,31,22,1.0,1,1,6,3,0,0,1340,5,5,26196
26197,0,0,534,1340,275,294,275,294,9,4,0,19,19,21,0.0,1,3,3,3,0,0,1340,5,5,26197
26198,0,0,50,1341,143,57,143,57,0,0,1,0,42,17,0.0,0,4,2,1,0,0,1341,27,0,26198
26199,0,0,245,1341,74,19,74,19,1,0,1,0,58,12,0.0,0,2,0,0,0,0,1341,27,0,26199
26200,4,2,65,1341,1,4,1,4,10,0,1,0,8,4,0.0,0,4,1,2,0,0,1341,27,0,26200
26201,0,0,421,1341,57,161,57,161,10,1,1,0,44,25,0.0,0,3,0,0,0,0,1341,27,0,26201
26202,0,0,252,1341,92,21,92,21,11,1,1,0,59,34,0.0,0,4,2,2,0,0,1341,27,0,26202
26203,0,0,364,1341,7,166,7,166,6,1,1,0,49,9,,0,3,0,0,0,0,1341,27,0,26203
26204,0,0,163,1341,438,123,438,123,9,1,1,0,10,69,,1,5,5,4,0,0,1341,27,0,26204
26205,0,0,318,1341,61,182,61,182,0,2,1,0,6,16,1.0,0,0,0,0,0,0,1341,27,0,26205
26206,4,2,165,1341,1,4,1,4,3,2,1,0,8,4,1.0,0,4,1,2,0,0,1341,27,0,26206
26207,0,0,199,1341,142,206,142,206,3,2,1,0,39,2,0.0,0,3,0,0,0,0,1341,27,0,26207
26208,0,0,440,1341,91,206,91,206,4,2,1,0,22,34,1.0,0,4,2,2,0,0,1341,27,0,26208
26209,4,2,145,1341,1,4,1,4,1,2,1,0,47,4,0.0,0,4,1,2,0,0,1341,27,0,26209
26210,0,0,113,1341,140,52,140,52,11,2,1,0,8,9,1.0,0,3,0,0,0,0,1341,27,0,26210
26211,3,0,23,1341,156,20,156,20,5,2,1,0,0,17,,0,1,2,1,0,0,1341,27,0,26211
26212,3,0,427,1341,44,57,44,57,3,3,1,0,57,10,1.0,0,4,2,1,0,0,1341,27,0,26212
26213,8,0,118,1341,6,136,6,136,10,3,1,0,34,27,1.0,0,4,2,1,0,0,1341,27,0,26213
26214,0,0,455,1341,151,63,151,63,5,3,1,0,5,16,,0,1,0,0,0,0,1341,27,0,26214
26215,4,2,474,1341,1,4,1,4,5,3,1,0,7,4,0.0,0,4,1,2,0,0,1341,27,0,26215
26216,9,3,375,1341,1,4,1,4,5,3,1,0,23,4,1.0,0,4,1,2,0,0,1341,27,0,26216
26217,0,0,275,1341,98,158,98,158,8,3,1,0,8,8,1.0,1,2,3,3,0,0,1341,27,0,26217
26218,0,0,371,1342,142,158,142,158,7,0,1,0,48,16,1.0,0,2,0,0,0,0,1342,27,0,26218
26219,4,2,224,1342,1,4,1,4,0,0,1,0,23,4,1.0,0,4,1,2,0,0,1342,27,0,26219
26220,0,0,429,1342,73,0,73,0,7,1,1,0,54,2,1.0,0,0,0,0,0,0,1342,27,0,26220
26221,4,2,53,1342,1,4,1,4,4,1,1,0,4,4,1.0,0,4,1,2,0,0,1342,27,0,26221
26222,0,0,498,1342,151,146,151,146,2,1,1,0,35,7,0.0,0,0,0,1,0,0,1342,27,0,26222
26223,0,0,197,1342,88,141,88,141,4,2,1,0,0,14,1.0,0,4,2,2,0,0,1342,27,0,26223
26224,0,0,320,1342,13,59,13,59,5,2,1,0,32,3,0.0,0,3,0,0,0,0,1342,27,0,26224
26225,3,0,147,1342,65,65,65,65,6,2,1,0,8,10,1.0,0,1,0,1,0,0,1342,27,0,26225
26226,3,0,60,1342,156,137,156,137,1,3,1,0,26,17,,0,4,2,1,0,0,1342,27,0,26226
26227,0,0,117,1342,74,172,74,172,10,3,1,0,31,8,0.0,1,3,3,3,0,0,1342,27,0,26227
26228,0,0,171,1342,98,142,98,142,11,3,1,0,58,22,1.0,1,3,3,3,0,0,1342,27,0,26228
26229,0,0,458,1343,40,136,40,136,0,0,1,0,0,22,0.0,1,4,3,3,0,0,1343,0,0,26229
26230,15,2,381,1343,1,4,1,4,3,0,1,0,13,4,1.0,0,4,1,2,0,0,1343,0,0,26230
26231,4,2,31,1343,1,4,1,4,1,0,1,0,9,4,,0,4,1,2,0,0,1343,0,0,26231
26232,0,0,62,1343,52,160,52,160,1,0,1,0,16,25,0.0,0,2,0,0,0,0,1343,0,0,26232
26233,0,0,63,1343,66,0,66,0,1,0,1,0,41,0,0.0,0,0,0,0,0,0,1343,0,0,26233
26234,3,0,517,1343,32,198,32,198,2,0,1,0,50,9,0.0,0,2,0,0,0,0,1343,0,0,26234
26235,0,0,202,1343,11,76,11,76,10,0,1,0,28,27,1.0,0,0,0,1,0,0,1343,0,0,26235
26236,2,2,294,1343,1,4,1,4,0,1,1,0,57,4,,0,4,1,2,0,0,1343,0,0,26236
26237,0,0,280,1343,22,204,22,204,3,1,1,0,18,16,0.0,0,1,0,0,0,0,1343,0,0,26237
26238,0,0,177,1343,93,48,93,48,2,1,1,0,56,17,0.0,0,1,0,1,0,0,1343,0,0,26238
26239,2,2,4,1343,1,4,1,4,2,1,1,0,37,4,1.0,0,4,1,2,0,0,1343,0,0,26239
26240,0,0,34,1343,108,186,108,186,10,1,1,0,8,25,1.0,0,2,0,0,0,0,1343,0,0,26240
26241,2,2,445,1343,1,4,1,4,10,1,1,0,29,4,0.0,0,4,1,2,0,0,1343,0,0,26241
26242,2,2,394,1343,1,4,1,4,10,1,1,0,36,4,1.0,0,4,1,2,0,0,1343,0,0,26242
26243,2,2,251,1343,1,4,1,4,5,1,1,0,31,4,0.0,0,4,1,2,0,0,1343,0,0,26243
26244,3,0,56,1343,33,169,33,169,6,1,1,0,54,24,1.0,0,4,2,2,0,0,1343,0,0,26244
26245,8,0,6,1343,56,160,56,160,0,2,1,0,27,7,,0,1,0,1,0,0,1343,0,0,26245
26246,0,0,110,1343,41,200,41,200,3,2,1,0,12,12,0.0,0,1,0,0,0,0,1343,0,0,26246
26247,4,2,206,1343,1,4,1,4,1,2,1,0,23,4,,0,4,1,2,0,0,1343,0,0,26247
26248,0,0,220,1343,54,76,54,76,2,2,1,0,13,16,,0,3,0,0,0,0,1343,0,0,26248
26249,0,0,271,1343,11,214,11,214,9,2,1,0,28,16,0.0,0,1,0,0,0,0,1343,0,0,26249
26250,8,0,234,1343,22,63,22,63,1,3,1,0,38,0,1.0,0,1,0,0,0,0,1343,0,0,26250
26251,0,0,170,1343,80,95,80,95,10,3,1,0,15,8,0.0,1,3,3,3,0,0,1343,0,0,26251
26252,0,0,517,1344,38,18,38,18,1,0,1,0,47,22,0.0,1,4,3,3,0,0,1344,37,7,26252
26253,0,0,382,1344,19,137,19,137,1,0,1,0,34,16,1.0,0,4,0,0,0,0,1344,37,7,26253
26254,0,0,202,1344,62,206,62,206,2,0,1,0,17,34,0.0,0,4,2,2,0,0,1344,37,7,26254
26255,0,0,66,1344,91,0,91,0,11,0,1,0,26,2,0.0,0,0,0,0,0,0,1344,37,7,26255
26256,2,2,392,1344,1,4,1,4,9,0,1,0,3,4,0.0,0,4,1,2,0,0,1344,37,7,26256
26257,4,2,315,1344,5,88,5,88,9,0,1,0,28,24,0.0,0,4,2,2,0,0,1344,37,7,26257
26258,0,0,160,1344,151,58,151,58,3,1,1,0,47,0,0.0,0,1,0,0,0,0,1344,37,7,26258
26259,2,2,56,1344,1,4,1,4,10,1,1,0,56,4,,0,4,1,2,0,0,1344,37,7,26259
26260,7,1,219,1344,1,4,1,4,11,1,1,0,32,4,1.0,0,4,1,2,0,0,1344,37,7,26260
26261,3,0,508,1344,93,158,93,158,5,1,1,0,37,18,1.0,0,1,0,1,0,0,1344,37,7,26261
26262,0,0,161,1344,46,142,46,142,8,1,1,0,46,18,,0,0,0,1,0,0,1344,37,7,26262
26263,3,0,460,1344,156,57,156,57,7,2,1,0,14,14,1.0,0,4,2,2,0,0,1344,37,7,26263
26264,3,0,197,1344,71,141,71,141,7,2,1,0,41,0,1.0,0,3,0,0,0,0,1344,37,7,26264
26265,0,0,20,1344,15,123,15,123,0,2,1,0,44,5,0.0,0,0,0,1,0,0,1344,37,7,26265
26266,6,1,73,1344,1,4,1,4,4,2,1,0,15,4,,0,4,1,2,0,0,1344,37,7,26266
26267,28,4,207,1344,1,4,1,4,1,2,1,0,8,4,1.0,0,4,1,2,0,0,1344,37,7,26267
26268,0,0,499,1344,2,142,2,142,10,2,1,0,24,9,,0,3,0,0,0,0,1344,37,7,26268
26269,0,0,186,1344,144,18,144,18,11,2,1,0,13,12,0.0,0,4,0,0,0,0,1344,37,7,26269
26270,4,2,97,1344,1,4,1,4,5,2,1,0,14,4,,0,4,1,2,0,0,1344,37,7,26270
26271,0,0,169,1344,12,88,12,88,8,2,1,0,33,11,1.0,0,4,2,2,0,0,1344,37,7,26271
26272,8,0,100,1344,112,39,112,39,9,2,1,0,24,5,,0,0,0,1,0,0,1344,37,7,26272
26273,0,0,301,1344,7,166,7,166,11,3,1,0,26,9,0.0,0,3,0,0,0,0,1344,37,7,26273
26274,0,0,302,1344,127,166,127,166,6,3,1,0,38,16,0.0,0,3,0,0,0,0,1344,37,7,26274
26275,12,1,77,1345,1,4,1,4,7,0,1,0,2,4,0.0,0,4,1,2,0,0,1345,37,7,26275
26276,2,2,11,1345,5,84,5,84,7,0,1,0,47,30,0.0,0,4,1,2,0,0,1345,37,7,26276
26277,5,2,2,1345,1,4,1,4,4,0,1,0,49,4,1.0,0,4,1,2,0,0,1345,37,7,26277
26278,3,0,246,1345,92,58,92,58,1,0,1,0,48,1,1.0,0,1,0,1,0,0,1345,37,7,26278
26279,0,0,372,1345,3,135,3,135,2,0,1,0,59,16,0.0,0,2,0,0,0,0,1345,37,7,26279
26280,3,0,352,1345,128,139,128,139,8,0,1,0,40,11,1.0,0,4,2,2,0,0,1345,37,7,26280
26281,0,0,85,1345,140,67,140,67,8,0,1,0,26,16,1.0,0,3,0,0,0,0,1345,37,7,26281
26282,0,0,434,1345,108,127,108,127,7,1,1,0,50,15,0.0,1,2,3,3,0,0,1345,37,7,26282
26283,13,2,218,1345,1,4,1,4,11,1,1,0,4,4,0.0,0,4,1,2,0,0,1345,37,7,26283
26284,0,0,109,1345,69,58,69,58,6,1,1,0,52,2,1.0,0,1,0,0,0,0,1345,37,7,26284
26285,2,2,131,1345,1,4,1,4,6,1,1,0,11,4,,0,4,1,2,0,0,1345,37,7,26285
26286,0,0,18,1345,5,202,5,202,9,1,1,0,57,11,0.0,0,4,2,2,0,0,1345,37,7,26286
26287,5,2,318,1345,1,4,1,4,3,2,1,0,28,4,0.0,0,4,1,2,0,0,1345,37,7,26287
26288,8,0,286,1345,110,20,110,20,2,2,1,0,44,17,1.0,0,1,2,1,0,0,1345,37,7,26288
26289,3,0,111,1345,127,123,127,123,10,2,1,0,12,0,1.0,0,3,0,0,0,0,1345,37,7,26289
26290,8,0,441,1345,46,206,46,206,9,2,1,0,22,17,1.0,0,0,2,1,0,0,1345,37,7,26290
26291,0,0,45,1345,19,58,19,58,0,3,1,0,12,22,0.0,1,2,3,3,0,0,1345,37,7,26291
26292,4,2,489,1345,1,4,1,4,10,3,1,0,30,4,1.0,0,4,1,2,0,0,1345,37,7,26292
26293,0,0,455,1345,84,59,84,59,10,3,1,0,51,16,0.0,0,3,0,0,0,0,1345,37,7,26293
26294,0,0,224,1346,12,20,12,20,0,0,1,0,4,34,1.0,0,4,2,2,0,0,1346,8,7,26294
26295,0,0,122,1346,22,157,22,157,4,0,1,0,11,9,1.0,0,1,0,0,0,0,1346,8,7,26295
26296,0,0,79,1346,59,41,59,41,1,0,1,0,17,14,,0,4,2,2,0,0,1346,8,7,26296
26297,0,0,3,1346,32,136,32,136,2,0,1,0,2,18,0.0,0,4,2,1,0,0,1346,8,7,26297
26298,2,2,202,1346,1,4,1,4,10,0,1,0,12,4,1.0,0,4,1,2,0,0,1346,8,7,26298
26299,0,0,82,1346,59,157,59,157,5,0,1,0,50,2,0.0,0,1,0,0,0,0,1346,8,7,26299
26300,0,0,105,1346,34,15,34,15,7,1,1,0,26,9,0.0,0,2,0,0,0,0,1346,8,7,26300
26301,0,0,434,1346,36,41,36,41,0,1,1,0,37,17,0.0,0,0,2,1,0,0,1346,8,7,26301
26302,0,0,142,1346,73,30,73,30,4,1,1,0,45,9,0.0,0,1,0,0,0,0,1346,8,7,26302
26303,4,2,69,1346,1,4,1,4,11,1,1,0,39,4,0.0,0,4,1,2,0,0,1346,8,7,26303
26304,0,0,165,1346,38,136,38,136,4,2,1,0,37,22,0.0,1,4,3,3,0,0,1346,8,7,26304
26305,0,0,42,1346,103,16,103,16,1,2,1,0,42,27,0.0,0,4,2,1,0,0,1346,8,7,26305
26306,0,0,111,1346,18,20,18,20,11,2,1,0,43,14,0.0,0,4,2,2,0,0,1346,8,7,26306
26307,3,0,287,1346,46,64,46,64,11,2,1,0,7,34,0.0,0,4,2,2,0,0,1346,8,7,26307
26308,0,0,147,1346,45,222,45,222,5,2,1,0,54,0,,0,0,0,0,0,0,1346,8,7,26308
26309,8,0,222,1346,26,190,26,190,6,2,1,0,22,18,1.0,0,1,0,1,0,0,1346,8,7,26309
26310,4,2,209,1346,1,4,1,4,6,2,1,0,24,4,1.0,0,4,1,2,0,0,1346,8,7,26310
26311,8,0,231,1346,88,187,88,187,9,2,1,0,21,1,1.0,0,0,0,1,0,0,1346,8,7,26311
26312,0,0,136,1346,1,199,1,199,7,3,1,0,38,5,,0,0,0,1,0,0,1346,8,7,26312
26313,11,1,469,1346,1,4,1,4,4,3,1,0,10,4,1.0,0,4,1,2,0,0,1346,8,7,26313
26314,0,0,453,1346,46,57,46,57,1,3,1,0,49,11,1.0,0,4,2,2,0,0,1346,8,7,26314
26315,0,0,276,1346,49,85,49,85,5,3,1,0,41,12,1.0,0,0,0,0,0,0,1346,8,7,26315
26316,0,0,458,1347,75,202,75,202,0,0,1,0,27,27,0.0,0,4,2,1,0,0,1347,8,7,26316
26317,0,0,50,1347,49,20,49,20,0,0,1,0,40,34,1.0,0,4,2,2,0,0,1347,8,7,26317
26318,0,0,78,1347,50,9,50,9,3,0,1,0,43,0,,0,2,0,0,0,0,1347,8,7,26318
26319,0,0,155,1347,78,16,78,16,4,0,1,0,21,10,1.0,0,4,2,1,0,0,1347,8,7,26319
26320,0,0,216,1347,74,83,74,83,10,0,1,0,1,0,1.0,0,4,0,0,0,0,1347,8,7,26320
26321,1,1,446,1347,1,4,1,4,11,0,1,0,32,4,1.0,0,4,1,2,0,0,1347,8,7,26321
26322,2,2,418,1347,1,4,1,4,5,0,1,0,41,4,1.0,0,4,1,2,0,0,1347,8,7,26322
26323,0,0,84,1347,61,22,61,22,8,0,1,0,38,0,0.0,0,1,0,0,0,0,1347,8,7,26323
26324,9,3,239,1347,1,4,1,4,9,0,1,0,15,4,0.0,0,4,1,2,0,0,1347,8,7,26324
26325,0,0,177,1347,35,20,35,20,4,1,1,0,57,11,0.0,0,4,2,2,0,0,1347,8,7,26325
26326,0,0,35,1347,28,88,28,88,10,1,1,0,13,7,1.0,0,4,2,1,0,0,1347,8,7,26326
26327,3,0,57,1347,18,57,18,57,9,1,1,0,34,34,1.0,0,4,2,2,0,0,1347,8,7,26327
26328,0,0,204,1347,103,88,103,88,7,2,1,0,44,27,,0,4,2,1,0,0,1347,8,7,26328
26329,4,2,5,1347,1,4,1,4,7,2,1,0,8,4,,0,4,1,2,0,0,1347,8,7,26329
26330,2,2,162,1347,1,4,1,4,7,2,1,0,28,4,0.0,0,4,1,2,0,0,1347,8,7,26330
26331,12,1,310,1347,1,4,1,4,7,2,1,0,0,4,0.0,0,4,1,2,0,0,1347,8,7,26331
26332,0,0,182,1347,48,18,48,18,0,2,1,0,34,16,,0,4,0,0,0,0,1347,8,7,26332
26333,0,0,440,1347,18,16,18,16,2,2,1,0,51,34,1.0,0,4,2,2,0,0,1347,8,7,26333
26334,0,0,147,1347,73,157,73,157,8,2,1,0,43,1,0.0,0,1,0,1,0,0,1347,8,7,26334
26335,0,0,388,1347,84,179,84,179,6,2,1,0,34,8,1.0,1,3,3,3,0,0,1347,8,7,26335
26336,0,0,232,1347,36,12,36,12,9,2,1,0,44,14,0.0,0,4,2,2,0,0,1347,8,7,26336
26337,0,0,258,1347,55,65,55,65,7,3,1,0,13,2,1.0,0,2,0,0,0,0,1347,8,7,26337
26338,0,0,453,1347,112,222,112,222,1,3,1,0,47,9,1.0,0,0,0,0,0,0,1347,8,7,26338
26339,0,0,541,1347,84,16,84,16,1,3,1,0,7,2,0.0,0,4,0,0,0,0,1347,8,7,26339
26340,0,0,117,1347,50,35,50,35,2,3,1,0,0,1,0.0,0,4,0,1,0,0,1347,8,7,26340
26341,4,2,150,1347,1,4,1,4,10,3,1,0,59,4,1.0,0,4,1,2,0,0,1347,8,7,26341
26342,0,0,409,1347,45,82,45,82,11,3,1,0,40,9,1.0,0,0,0,0,0,0,1347,8,7,26342
